Geohash,vec
9qh0b,-0.014307720266802082 -0.15811759497130393 0.33264564808579017 -0.011516320780021088 0.045317533375150335 0.024442247175292853 -0.04812990821678862 0.3968723545631216 -0.37640788457296104 -0.038588109447601854 0.42901973441520547 0.0535028936189919 0.05178750481384568 -0.012904905915335925 0.35074151130775216 -0.361900941468733 0.07250423110432921 0.0156973109054137 -0.22591885596163355 0.19966097587350343 0.4400283212531231 0.06611316480749606 0.3180097276788938 0.16904477105501886 0.3652557862812985 0.005044156925764466 -0.09077885209979016 -0.17891672085846333 0.13924890555460853 -0.05643945672223713 -0.24507478665083782 0.3230479228445148 0.013936953164913465 0.09886540711665305 -0.20803723403590849 0.17840450631009191 0.18424212172827567 0.1156182132086605 0.03849698456283837 0.41203045744508493 -0.30494379583032016 -0.4247533979401285 0.042285612829943336 -0.0628185889803368 0.16733225060561258 -0.023563522671558142 0.15658215237078907 -0.5510260874449829 0.11880639335302665 -0.21200894991709474 0.15695122349191973 -0.15947258460666305 -0.11703942850066291 0.8174424496017944 -0.11426424433946604 -1.7848163703533324 -0.14901923273288656 -0.11611322579620247 1.264698511865224 0.38175281764631036 -0.32007214639627474 0.40860876014489655 -0.018039672072554816 0.2082817587799005 0.12385687322595432 0.07236227124202081 0.09262404642626622 -0.03538167807519376 0.24821974401794672 -0.008627945854602505 -0.27979341991254336 -0.16905683740091557 0.08188621276404237 -0.18786980884193888 0.33059341436227785 0.032093584951158376 0.13248958771779107 0.05733830746918539 -0.36133959644750135 -0.18804664548095176 0.4455669027653279 0.10376567211335208 -0.3262072881714124 0.1263685356247417 -0.8462950156491459 -0.061552995100734254 0.013322200665394216 -0.16992116355244435 -0.008292847896491358 -0.077716462552247 -0.15385306929436815 0.14042549607009477 -0.433481567526952 0.13246692359371673 -0.5058483549848451 0.0473445510320003 0.03708300691011365 -0.009653884748899133 0.6380228665333891 -0.06457923663739323
9q5bg,-0.023624343825811436 -0.15558132638691008 0.32081951306438483 -0.0627650960672936 0.029241586766000218 0.010880612820410394 -0.03632099700878758 0.35522380388668634 -0.42978813555177087 -0.010390161801041829 0.3987312081133287 -0.011621674632626281 0.036115589631981984 -0.03654025412243962 0.3886276278319667 -0.3805551618287709 0.0068691734434767355 0.047154630486887325 -0.2592694475435751 0.19190185883621483 0.4029589310362767 0.05778404190087085 0.33019349419392746 0.1176945226355571 0.39420449227890264 0.02372075407430645 -0.05377027809321723 -0.17724940142839593 0.10367217360978517 -0.03388515068856475 -0.27887201066061507 0.30498063716865365 -0.006794074793041913 0.1192217550492131 -0.25025658088878006 0.16226864392198212 0.20767017092552822 0.11796756136801861 -0.017624945885040568 0.40547928314707193 -0.3343036533858553 -0.39615019073547275 0.08461765383956167 -0.04178892567737176 0.14876813659190538 -0.046242827492346976 0.1916334383442223 -0.5564166443278058 0.11763319971824507 -0.2067786597113165 0.17317816149230145 -0.15372614481097682 -0.13187483289441637 0.7600240896090383 -0.10811616652978906 -1.7432429096721902 -0.1418979926422426 -0.12312969939653065 1.198175286795177 0.417125778133374 -0.31793137417672773 0.3884231886303408 -0.03171663077231106 0.1583459659711813 0.1131545431111422 0.07506286922321354 0.12445558499745789 -0.006054429864349237 0.26221536104535326 -0.004972744609369031 -0.2840936335422488 -0.13257327626709656 0.03494162620394719 -0.1470043864339579 0.3178188645890981 0.0627699830650534 0.14169509469688277 0.05254344812278179 -0.28420132290126776 -0.14022277832992922 0.42446370619823554 0.10480396944100498 -0.31855519841679913 0.12340026851797421 -0.8826595508869866 -0.046713220999719494 0.017358990168146907 -0.13593128580348166 -0.03920187854585951 -0.02643876478111906 -0.17837308290527018 0.16441087861143885 -0.4064962154783777 0.09975341009207779 -0.4821769905820016 0.11543705634950978 0.04446613052734056 0.012934852397389606 0.5763527290116798 -0.09899519318678529
9q5c5,0.008693314621574794 -0.12034617024612929 0.3342610418856983 0.01155752207061586 0.046154005425685596 0.02356005092814799 -0.046923963373014715 0.3546496446231152 -0.4281776993638768 0.01327335872095942 0.40431878851336556 -0.01608526022373573 0.023968567034981687 -0.01750657362907296 0.33663332026964293 -0.3631433301146294 0.045957085793555764 0.021242059848321598 -0.26642596663248297 0.15904490340278568 0.44284181820323926 0.06588855484188773 0.31708985673175616 0.12882202635628812 0.37106589416280267 -0.02891873639729181 -0.055403798747488374 -0.16969927896605766 0.11184990624650713 -0.06138212294437355 -0.30471627734206197 0.2929018954611981 0.013248569189909565 0.12140443566696213 -0.19979316723557353 0.17226868923613542 0.14982652157704698 0.09077910633320194 -0.024914969882884486 0.37672548460348687 -0.30530083419509485 -0.3924221313721894 0.034825506797192804 -0.08509862798037451 0.1795509849742073 -0.052265340354580136 0.2199691214097886 -0.505612104929485 0.13889122233043058 -0.1697168528363381 0.12786958544067883 -0.13396832843370463 -0.14551784147586697 0.755588772806775 -0.1672672984540297 -1.7541212498573309 -0.1465831168117066 -0.10197285797321824 1.1254644016939195 0.375464321252361 -0.331354689894468 0.37619315774516643 -0.04694740031720331 0.15838909334872667 0.10859974599164954 0.08086832092494713 0.08632081534636683 -0.010027463171596734 0.29532955780620984 -0.03197271475897544 -0.26560510654548913 -0.12669673106104257 0.0673624077356642 -0.1794312251983389 0.3185110927906557 0.030566546435127247 0.14817614078196148 0.026266357975517643 -0.2997186123643141 -0.1551405152917405 0.41891251772239074 0.070806095461593 -0.2826958970660803 0.15842419042896952 -0.8644657179054984 -0.036096448432489645 -0.051262044537460784 -0.19099133563231607 0.04793977055910919 -0.03804285806975185 -0.1854957000731533 0.13091249086335532 -0.3836941621714717 0.1464562007521892 -0.5149994409965255 0.053685397142186 0.0410104460295576 -0.020323642880055837 0.5853638623602991 -0.07282546293841564
9q5cj,-0.029369471034312523 -0.1680615284091715 0.29981905542479753 -0.0565491892273806 0.026349611100040644 0.03257592729306743 0.010865859603693443 0.35847715611724024 -0.47130307465487475 0.018802854565122505 0.42225561543228196 -0.018537857336200003 0.02972360425063405 -0.01950764774501265 0.3553375771487526 -0.40093129398810035 0.023974998809380803 0.06588087467570006 -0.2255498600323714 0.21989652520256223 0.41915362132260026 0.10274705105791433 0.36673520688555206 0.11986317477259813 0.3924855653720295 0.0039838821042613 -0.07043481891946629 -0.18378582242512456 0.1172493970434329 -0.007747147797376238 -0.2541010614795038 0.27223499056198774 0.003534362889704499 0.1444122015273882 -0.24243880498438175 0.19555849292724184 0.1706701440703028 0.16297040783590494 0.0036824039567081154 0.40963982022099066 -0.327744427017259 -0.3947424096326913 0.05788863122491312 -0.08079000326589607 0.16337643356050705 -0.005548017748627399 0.18904229245594678 -0.6073414693386768 0.1393178692996971 -0.22658550301831404 0.19183309701733758 -0.16372669001653803 -0.14147673600711444 0.7650832494305182 -0.14790153575743736 -1.8580345113380636 -0.15026397691763957 -0.11740710355501426 1.219844926251628 0.4146549298127055 -0.31432504728535743 0.37991672159863343 -0.07485874674782388 0.196333700909541 0.13171764356717006 0.07001062397262017 0.09216313349830967 -0.016180579743059382 0.2576311314083426 0.015008505819638642 -0.2738381176315025 -0.11526003248537389 0.02182942461567729 -0.15294489409462464 0.34802404736824333 0.04799901425724832 0.12811555897601679 0.01843756879854971 -0.3429901372813237 -0.13681842228679297 0.4264341303539644 0.10526633761488592 -0.3202253224947284 0.11061436324293762 -0.8980631769963303 -0.09092000128250738 0.025516642987087855 -0.2048888462462302 0.007585707591645192 -0.03706706291565814 -0.1427880839349833 0.16223714488128965 -0.38150651202714164 0.13801151970190034 -0.5056634453188661 0.11709622690414846 0.05180489710940062 0.006581170072224573 0.5657377111237276 -0.1401067490204759
9q5ch,-0.01083912522064531 -0.14756486099057786 0.3020530499224302 0.012774167196329908 0.04386352510000867 0.037954066397838625 -0.012892945986032533 0.4233423650064551 -0.35350217692837393 0.0012420266950352323 0.4413070285767621 0.08529851101948792 0.05699643769573806 -0.018825549377249458 0.3711320262968899 -0.35668065039477076 0.1033194444336903 0.005685536059300266 -0.2578940260989865 0.1768750397095245 0.48400829675234963 0.09270410288585886 0.2742921713851853 0.09308257411081186 0.350140933584684 -0.009555611257579276 -0.07167748219214802 -0.18971091818099964 0.1811362808789515 -0.06430251457625326 -0.2866223685329173 0.2738185894561514 0.03315249287867944 0.13474284047950566 -0.19457319134121742 0.2079818392158442 0.12409902416425979 0.07560317551400243 0.0346984412305833 0.382582112771159 -0.27850420969374645 -0.4778132949788077 0.035387730130165274 -0.0648798007911506 0.22946282585566158 -0.01783822380118573 0.18257560259941505 -0.527530087556459 0.08989425979761952 -0.18584178474124552 0.13865213784826272 -0.09116032233887228 -0.12777210573870185 0.7966305673097774 -0.20122286081430626 -1.8512101242624672 -0.13473467334529932 -0.14781483494220665 1.2484071215532495 0.3746673206132029 -0.36680929238591803 0.3894363874254747 -0.07406439507317945 0.1627317937282766 0.09646385514744134 0.10717081805741005 -0.002748347481315455 -0.06758739194025219 0.18752072604950826 -0.03961983270677896 -0.2843092183421448 -0.158206908362483 0.09115116798800164 -0.18943822746383507 0.3349346289948553 0.033534692392804544 0.1361795741442203 0.03517889656386242 -0.3634979782500074 -0.19098326917912817 0.4383804481833551 0.06582327877537983 -0.30267685261957716 0.14169606111022062 -0.8619211096399866 -0.11015407501491833 -0.016979692543962848 -0.16846406866695454 0.02960316183913346 -0.04870311453576914 -0.15499014923544235 0.14884488935327927 -0.35257213696804784 0.2113105420789045 -0.49492139522750817 0.07629997091018888 -0.0028582268714447603 -0.0064008840578150105 0.6553125217469058 -0.10741720818176508
9q5c1,0.03273870106084682 -0.0717926014313501 0.41907793669769056 0.06652253482836554 0.059832886817892346 0.08284146961941684 -0.052777499303385995 0.3700150727013253 -0.40342639961365206 0.02695965193246086 0.407126759573088 -0.01050117935664583 0.08995186829558674 -0.0754768776737616 0.3033198740891739 -0.36500386097746396 0.029695433816057753 0.03611483796059795 -0.2831084552529639 0.14108647897150373 0.5133970447663475 0.14898028494678167 0.32533307533477046 0.11253362314177356 0.4250887429312347 -0.033809689050207765 -0.07378611068678569 -0.21306083729513842 0.14284232163231156 -0.10746523531333946 -0.3150321880051722 0.26116606753422245 -0.06948562110946817 0.09305166063547868 -0.12757604048670032 0.20382110336647646 0.12473401008152099 0.12604362328651245 -0.05411414110486609 0.347171439387517 -0.3945355360032156 -0.45934745607337496 0.04447577110787766 -0.07261660206691788 0.1695766230200139 -0.003477374160121997 0.2646135852683789 -0.5905790574430673 0.08549888508108086 -0.24667690371226242 0.05896806530755125 -0.07965598069521397 -0.119450910644556 0.9709473988805398 -0.15477973467559425 -2.0167153527907073 -0.10996192307382151 -0.0484568643269587 1.3760777866141367 0.4499743299723226 -0.3514204178624382 0.4515019347861861 -0.029333674303230917 0.10524556128962789 0.2432487303308262 0.0961594966948156 0.0662140288970744 -0.03127009463612775 0.28835522885307285 -0.1447818070272429 -0.18321419853571513 -0.18304703568134795 0.023233894250831735 -0.20856628538182714 0.36153201430563714 0.06399584447485873 0.04265515765264258 -0.0141224561696072 -0.4084463297642921 -0.12052699465082829 0.5510614356827278 0.11747094873900939 -0.35272423632265054 0.2007929207414316 -1.0431585371963232 -0.02632054355472689 -0.07162560151042252 -0.22541885812024753 0.0059941852332771285 -0.1420586299348465 -0.13464123821133858 0.16847944337809315 -0.3689712943205362 0.1064601897885848 -0.5570954372713137 0.052071222960825704 -0.036318300683749645 -0.06948667762717362 0.6902056389050925 0.02078403617260292
9qh10,0.00654798904833904 -0.15865087198430694 0.3166011130034829 0.041456719281506335 0.06757784188240462 0.0711927485498398 -0.018114664055005444 0.4661762416796361 -0.32682034014330164 0.012193916918186172 0.43680697488433906 0.0948177022864039 0.0033091272993048086 -0.04301302011135812 0.3535261647893744 -0.3806679797423971 0.08358519675205725 0.004677910714904952 -0.2087461963505759 0.235035701845353 0.4045263272182607 0.10245621521058366 0.3236510197823525 0.2969190449634841 0.3232992987309515 -0.0044071213844897785 -0.08740658379749565 -0.21952502324670495 0.1365307360028113 -0.06939171491217336 -0.2617342605259016 0.31675511781491306 0.06804402145122783 0.0812293860760259 -0.20543951092051535 0.1332729862280156 0.19465763492126764 0.060126378671823924 0.12784282820874812 0.40353795897533895 -0.3012910927238849 -0.46706496325366365 0.01805156682468841 -0.09439136346100113 0.2367746447177544 -0.040479321298358774 0.18088856876457776 -0.6250562952572485 0.10514012584828676 -0.08951534237522729 0.12385127803709557 -0.14529854153036456 -0.10034730003801262 0.8196133952981328 -0.11493962788069617 -1.7834149705285725 -0.1613838705578875 -0.08327357609625832 1.2869030568067867 0.3754334745903687 -0.35618888887743566 0.44596643515616935 -0.08356194134438291 0.11394097149094948 0.03547424423508415 0.09576955806505504 0.06678822937176998 -0.10335534780059921 0.29574159377116455 -0.016815219729786137 -0.23513180040700657 -0.142666967229231 0.07532239335784155 -0.20029825086746858 0.38976408334094076 0.0884395807939997 0.14397898474619836 0.05991669213714936 -0.3628880025336407 -0.16078715889438422 0.43635922000255123 0.05449264869124627 -0.4344470880118069 0.1317364877979955 -0.8801609147362733 -0.09691351546772818 -0.028241723579370003 -0.13370535924739013 0.02904123596962441 -0.068208891270405 -0.1227516244275328 0.13860786423580826 -0.464940337628412 0.14108292709326098 -0.5578450146620505 0.07101220299300923 -0.008528952442047778 -0.03463289720071851 0.6883611309944533 -0.09586619329342289
9q5c4,0.045576364576793565 -0.15219549740348348 0.307342283444125 0.04743906830683461 0.06190981479190996 0.07490812097102564 -0.05429241255658099 0.4228938059534697 -0.3236352341763168 0.005974234354909675 0.4096899108286901 0.03741584813153456 0.04134176140249814 -0.09134650542851663 0.3328381740790049 -0.335496146146397 0.11888822474819535 0.028476149199981562 -0.24654160278567197 0.13471972979848787 0.4442548671282384 0.08376723772863925 0.27245650126945353 0.16694985609943885 0.34646074055676246 -0.0266258669828865 -0.05850710849271599 -0.18439993078861425 0.12241805800026948 -0.056556844130475 -0.3006308899004704 0.2888291248559707 0.047139522426630706 0.16852651067225005 -0.18887600764258686 0.18862703495140484 0.12273127556243238 0.03829498585706126 0.035703589587787334 0.384278847968046 -0.2561252599310569 -0.4322857978151512 0.0053500161528868195 -0.12384860501539022 0.22452654610026362 -0.046371974169820446 0.20659722607241673 -0.4593562462665979 0.08889227080242204 -0.10180030675363212 0.1232112001775212 -0.1057997834882435 -0.1514996704053915 0.7375428830611673 -0.17318419285143105 -1.725436180820986 -0.19339827183858266 -0.11915574638436184 1.177513047776087 0.3294805368529502 -0.3968428804973587 0.38276063839732843 -0.022904873127220744 0.09495008461255995 0.04343191507449337 0.06157841029717414 0.05217579385892555 -0.08902443758951555 0.20844724784645471 -0.022935068790943775 -0.2579311861372791 -0.1178284477368304 0.04772088154392694 -0.2193781283954752 0.31032116135988674 -0.006985380273675555 0.15906867774230227 0.0785358544425642 -0.3211054535902134 -0.1778962418247937 0.3915611528228479 0.06693872376061549 -0.323582952200744 0.17074918493484242 -0.8037956658261755 -0.03761579851497177 -0.05280486619606568 -0.14199724116143705 0.028738573158343987 -0.07479806917519176 -0.1854630135684624 0.11625503109125254 -0.4002194116739798 0.18353267418541727 -0.5096834249227605 0.06635413982793542 -0.010193965866501977 -0.015402357659335932 0.6585030545217331 -0.0792870998181577
9q5cn,-0.011324914644182013 -0.1327112195172568 0.3502597924229689 0.00594941022811761 0.05318804252222048 0.066466654695552 -0.04810282739559506 0.4453859393297544 -0.4008966515687336 0.0498493698890285 0.43448148315746005 0.01568805925630317 0.07638741549391093 -0.02233964228807459 0.35825577951295634 -0.39512677197010426 0.037862485149539875 -0.01986948141350554 -0.23562227326557073 0.15381731378825014 0.47588766951521694 0.13955758674624155 0.30510841348326717 0.15662948132182122 0.37127527366389623 -0.014683817308525365 -0.08044305679168644 -0.2702190650600446 0.1325393902575763 -0.08872703044854723 -0.24079441820409792 0.29566136511940516 0.0430952901399178 0.11586744415529693 -0.16749661255702755 0.15518492398952044 0.18212607452597485 0.07737382716289379 0.0437384271691429 0.40821875958509185 -0.3381040840737391 -0.5124526031604197 0.014171833496560754 -0.11844509907861399 0.20761169590312495 -0.03566887774650666 0.2213772449621708 -0.5788943782373274 0.1295441139967758 -0.21736566913633062 0.10435028070319007 -0.20193016707840838 -0.11641374990587176 0.8308823344346741 -0.10435942544294063 -1.919135748514458 -0.13669159583930657 -0.11214428999825145 1.390675838841772 0.4158758289917491 -0.39688218488743104 0.47230091051615763 -0.0686983488640414 0.12094523520943577 0.13143522668576474 0.08623520112386589 0.05947045291199305 -0.06418506049611278 0.2628994577435466 -0.026772992568679165 -0.2793869457612566 -0.13961627109520655 0.05492376698818397 -0.18203546737666626 0.33319206705392634 0.035710896528911774 0.1334970413946929 0.05990245983962212 -0.43277242124392834 -0.1629787835453331 0.49568070897279115 0.06833272767717652 -0.3154791190267235 0.18541462479125922 -0.9119754704265485 -0.042473936296386405 -0.015094562963059756 -0.1865532980331786 0.045358827672357084 -0.06509958894988141 -0.1364252808615 0.14730412120269817 -0.35875415981595565 0.08651930710889383 -0.5579242062758131 0.09015782910320211 -0.03651210532766862 -0.023080292269627958 0.7197772629687738 -0.04933126109319302
9q5c6,0.04919719002851428 -0.17455726593932203 0.23413984925513795 0.07677622382026124 0.057723998004208764 0.08217904599389926 0.02930200732991211 0.4316262573900629 -0.3368881695783786 -0.0032038247273329526 0.39602909093367716 0.0648810942093769 -0.012632887127462375 -0.09197399048090824 0.3217012243430281 -0.36610891469196943 0.11544456975217594 0.03397946531738855 -0.23849777928859092 0.17626987572248012 0.4464520032428205 0.1374194403900429 0.24818871656363262 0.18536024255482564 0.32918011159332156 0.0007579110212867606 -0.03463422678495654 -0.24296532814706823 0.13788545627719073 -0.0684034080392219 -0.30980065287792713 0.2533420433277052 0.04244193661302112 0.20257201217873982 -0.19320847756254547 0.20090824179695077 0.14629158280411705 0.02155335260336043 0.04905980908339661 0.35540194764994143 -0.19869135339909802 -0.45783478447392595 -0.049482544252978204 -0.12776577030642944 0.24906635060405008 -0.0430095684982449 0.15583498224895181 -0.496658658499127 0.0647654864217787 -0.028664017762729074 0.0911523947403837 -0.040521934395955944 -0.1977861797123078 0.7178289897008819 -0.1966856652865983 -1.7605436632933067 -0.1336058523312977 -0.0974844430320225 1.1005732372493071 0.34421365106475227 -0.4193468515957676 0.3424349421663757 -0.0847768680909906 -0.009098141403235529 0.06414107146871942 0.053453997647478206 0.039336402108407525 -0.1257673757951537 0.22450513590707374 0.0316778952588886 -0.19899305667154488 -0.04534523358748349 0.015600870600231107 -0.2006648490909712 0.36696910151284895 0.03291508901797757 0.13537511182476236 0.06778774874078927 -0.31511343914212814 -0.1275044387016575 0.4128232634267074 0.013501980098967734 -0.3724429741218558 0.1411604187543931 -0.835465666243041 -0.100501148135708 -0.08829702293337165 -0.1644312710034517 0.08429085012380037 -0.10624850151246891 -0.14520192469843454 0.10707542054061514 -0.38536556211775114 0.21493763086646545 -0.5360477691950464 0.10880180092877652 -0.05961745898072756 -0.06258677371516096 0.6724669854613081 -0.07681503406839475
9q5c3,0.04615698077879561 -0.19677620530661374 0.2771259078370095 0.017528951720644406 0.07791648630030867 0.12131046012794947 0.016172167591312382 0.44119127243809847 -0.3710051826555645 -0.005787637424912808 0.4272234466161768 0.045888905249451495 0.011215465291690782 -0.14291396043724422 0.36154074966232147 -0.3930718117012565 0.09824602563240534 0.05080802173086317 -0.20709161218412867 0.19711062412829766 0.44378076607319306 0.1324025033234575 0.24445219452322248 0.2075764056171303 0.327471458475009 0.004614204966132915 -0.06617420579457406 -0.2522830290596491 0.17081028545609583 -0.07705632374223591 -0.31650365038335404 0.2805921850806469 0.0327876870398281 0.1895995404181063 -0.22115933688814218 0.18134212349207918 0.15589116149910004 0.05721752614082721 0.05326803048423445 0.39229005437693837 -0.2345464636705515 -0.5299586957273917 0.01671716371044164 -0.1003911043661607 0.2554630838983804 -0.06415271304822412 0.19531815992877075 -0.5760575976437482 0.06086410619458392 -0.09133029562333138 0.1249309369928206 -0.09286502846970186 -0.1854827347927812 0.7815694410420757 -0.15996355763663783 -1.825091390653335 -0.18127890600142046 -0.12110907380222212 1.27118190273101 0.4142477107556076 -0.43023299516059044 0.4147944531307964 -0.05981916051475523 0.012063053241493446 0.06954751689089228 0.06475694897201946 0.021459446795779148 -0.158227904865557 0.1847761591489934 0.0177978884205532 -0.20986549023806503 -0.072385591007427 -0.0012314203992366604 -0.20012229269370374 0.3463589006167293 0.062293371240283946 0.09318089105384295 0.0759069950496627 -0.36470161439184895 -0.13468819755622088 0.4638002230167886 0.03126937867605396 -0.4421677912737265 0.16889622086825842 -0.8929549167615008 -0.0767880851284351 -0.011253255418479359 -0.13240137540659871 0.005658125844402838 -0.1334465091431211 -0.11042770675060981 0.12755404391624595 -0.40781679790096087 0.16351780049128667 -0.5314892254434951 0.14726914509911082 -0.05225218800257245 -0.04360344393220032 0.7113952755344682 -0.11313311731161171
9q5ck,-0.0025184556860503053 -0.12380072828205206 0.2771756411453106 0.05573983343938176 0.05208654764606839 0.039805802145566914 -0.01663573334699132 0.4094214593021755 -0.3880892742359115 0.02976620273721333 0.4432943421227663 0.07862887835629645 0.02800847152969785 -0.02371016039515944 0.3881477413115409 -0.3830873765251292 0.02725561272587526 -0.01196032847271568 -0.25306935347654413 0.19158698667284793 0.4728217458668098 0.08320630556977693 0.3065336529982448 0.11467219546909382 0.37043680419624847 -0.027181718155560617 -0.05460578414202961 -0.2051961170083934 0.1775865732749332 -0.09292723573290261 -0.29220003077525575 0.27117287630653675 0.03173652926023458 0.15116754840428268 -0.18794269882124987 0.1957790113868969 0.16721159376986186 0.05643028724944497 0.043232575458211776 0.3865218951251644 -0.28823424405011305 -0.5031305789932551 0.029105443591183073 -0.05888217578063424 0.23482575451426801 -0.020477539278245555 0.21788338291818146 -0.5884439086294091 0.10291516347107064 -0.15041628337014396 0.1015547483460336 -0.11948768740661932 -0.15507557738172684 0.83148740777817 -0.21241963077479645 -1.804683335120527 -0.12217568138508791 -0.11527395388606941 1.2453167148694313 0.3684415696744709 -0.3761402093523719 0.4046613632883734 -0.09978680923325613 0.13062474299909205 0.06689159477278095 0.10926962691082125 -0.012371431602181612 -0.09534263338135361 0.2538853704614372 -0.057943113111490516 -0.26022957074415637 -0.15570365980800763 0.0766822312363513 -0.1749025664938569 0.385325894986099 0.07757004877347674 0.1182831393767932 0.029120686640619908 -0.35764218336784 -0.13484517594621467 0.44694400727061695 0.05113122785785983 -0.31922263842336357 0.1875714981878825 -0.9180503542658897 -0.08492584944820616 -0.024730101997612962 -0.19231759022012018 0.0717798424111734 -0.05144919277500148 -0.16439457823279305 0.16262115621424886 -0.3638747625648689 0.16939380851033808 -0.5456466994504887 0.06444433275896508 -0.027615975278105345 -0.04595547211789052 0.6730766141958019 -0.08904426061678741
9q5cr,0.021210218534429656 -0.16709944282733807 0.3724085485854338 0.036074855415253175 0.08282637102460191 0.07653989124572204 -0.010303381292101562 0.47711476833027 -0.32268356798902265 0.09167756572281052 0.3952120583578759 0.009255111214249146 0.026775127072105557 -0.032822817021640825 0.3034569841076681 -0.4050327082925137 0.07773134523049412 0.03117343131953718 -0.2300576674431552 0.16031302252385224 0.43524390441051325 0.12759165993393026 0.29229937775463916 0.24103723999367885 0.34881137669000445 -0.020500859173073652 -0.017522510947032645 -0.25107113014514865 0.12661860422898227 -0.06332381738801754 -0.26690037920051174 0.3098832641634423 0.061262802309118916 0.15187079740438852 -0.17900867707007867 0.12434843657019339 0.19249154980351596 0.008445497908584332 0.12291755031802584 0.4062340912581546 -0.3117723037622424 -0.4909663075321915 -0.03148322169669736 -0.12737609021645707 0.2699405379555961 -0.08110170235633815 0.20194790352776126 -0.6002580547284648 0.10518605578501712 -0.11465268013126885 0.09302714626532213 -0.12696558685984893 -0.12832785250090548 0.7490491486961721 -0.1191554922256913 -1.8620517351989068 -0.1549978042458547 -0.06417176701448744 1.3038963249841862 0.39630566568835274 -0.4263321907903849 0.45508590167720886 -0.08498877412907556 0.04536768580717738 0.04412765050576218 0.04933547320162005 0.07299629668591368 -0.046317933408898185 0.2792273215932102 0.028989933093229663 -0.25726585037781496 -0.11587021049499809 -0.011051645003800617 -0.2073522416992653 0.3964865478068641 0.04766039388806104 0.17812887574981742 0.0607984627328151 -0.3779236096181574 -0.17335375724518476 0.41184428345504076 0.0847291908150942 -0.38440293472280246 0.14066562611449174 -0.876852061379294 -0.07317210816894236 -0.07631861068224569 -0.13006757632337662 0.07123497569204268 -0.048199351278314505 -0.118435662331735 0.11670367459165705 -0.3763173035194344 0.10767398909412339 -0.5735022639451818 0.10453041641877531 -0.025238848272669947 -0.00466190461810948 0.6822228281003601 -0.06234233390679039
